warehouse_id,product_id,date,quantity,id
0,71165,2021-03-13,6,77
0,71165,2021-03-14,4,78
0,71165,2021-03-15,4,79
0,71165,2021-03-16,1,80
0,71165,2021-03-17,3,81
0,71165,2021-03-18,4,82
0,71165,2021-03-19,2,83
0,71165,2021-03-20,1,84
0,71165,2021-03-21,7,85
0,71165,2021-03-22,11,86
0,71165,2021-03-23,2,87
0,71165,2021-03-26,1,88
0,71165,2021-03-27,2,89
0,71165,2021-03-28,9,90
0,71165,2021-04-02,2,91
0,71165,2021-04-03,7,92
0,71165,2021-04-04,4,93
0,71165,2021-04-05,2,94
0,71165,2021-04-06,6,95
0,71165,2021-04-07,2,96
0,71170,2021-02-09,1,104
0,71170,2021-02-10,3,105
0,71170,2021-02-11,3,106
0,71170,2021-02-12,3,107
0,71170,2021-02-14,2,108
0,71170,2021-02-15,1,109
0,71170,2021-02-16,3,110
0,71170,2021-02-17,2,111
0,71170,2021-02-18,4,112
0,71170,2021-02-20,2,113
0,71170,2021-02-23,1,114
0,71170,2021-02-26,1,115
0,71170,2021-02-27,2,116
0,71170,2021-02-28,3,117
0,71170,2021-03-01,2,118
0,71170,2021-03-02,1,119
0,71170,2021-03-03,2,120
0,71170,2021-03-04,3,121
0,71170,2021-03-06,7,122
0,71170,2021-03-07,4,123
0,71170,2021-03-08,3,124
0,71170,2021-03-23,3,125
0,71170,2021-03-24,6,126
0,71170,2021-03-25,4,127
0,71170,2021-03-26,5,128
0,71170,2021-03-27,5,129
0,71170,2021-03-28,1,130
0,71185,2021-02-13,1,131
0,71185,2021-02-22,1,132
0,71185,2021-02-23,1,133
0,71185,2021-02-27,1,134
0,71185,2021-03-02,3,135
0,71185,2021-03-04,1,136
0,71185,2021-03-05,1,137
0,71185,2021-03-07,1,138
0,71185,2021-03-08,1,139
0,71185,2021-03-13,1,140
0,71185,2021-03-14,2,141
0,71185,2021-03-15,2,142
0,71185,2021-03-16,1,143
0,71185,2021-03-17,2,144
0,71185,2021-03-18,1,145
0,71185,2021-03-19,2,146
0,71185,2021-03-20,1,147
0,71185,2021-03-22,1,148
0,71185,2021-03-23,1,149
0,71185,2021-03-25,2,150
0,71185,2021-03-28,6,151
0,71185,2021-03-30,2,152
0,71185,2021-03-31,1,153
0,71185,2021-04-08,1,154
0,71215,2021-01-15,1,155
0,71215,2021-01-19,1,156
0,71215,2021-01-23,1,157
0,71215,2021-01-25,1,158
0,71215,2021-01-27,2,159
0,71215,2021-01-28,1,160
0,71215,2021-01-30,2,161
0,71215,2021-02-04,1,162
0,71215,2021-02-06,1,163
0,71215,2021-02-10,2,164
0,71215,2021-02-14,1,165
0,71215,2021-02-17,1,166
0,71215,2021-02-18,1,167
0,71215,2021-02-21,1,168
0,71215,2021-02-24,1,169
0,71215,2021-02-25,2,170
0,71215,2021-02-27,3,171
0,71215,2021-03-01,1,172
0,71215,2021-03-05,1,173
0,71215,2021-03-06,2,174
0,71215,2021-03-08,1,175
0,71215,2021-03-10,1,176
0,71215,2021-03-11,1,177
0,71215,2021-03-12,2,178
0,71215,2021-03-13,2,179
0,71215,2021-03-14,2,180
0,71215,2021-03-20,1,181
0,71215,2021-03-22,1,182
0,71215,2021-03-27,1,183
0,71215,2021-03-28,2,184
0,71215,2021-03-30,1,185
0,71215,2021-04-03,1,186
0,71215,2021-04-07,1,187
0,71220,2020-11-27,1,191
0,71220,2020-11-30,1,192
0,71220,2020-12-06,1,193
0,71220,2020-12-09,1,194
0,71220,2020-12-14,1,195
0,71220,2020-12-19,1,196
0,71220,2020-12-20,1,197
0,71220,2020-12-23,1,198
0,71220,2020-12-25,2,199
0,71220,2020-12-26,1,200
0,71220,2020-12-28,2,201
0,71220,2020-12-30,1,202
0,71220,2020-12-31,2,203
0,71220,2021-01-03,2,204
0,71220,2021-01-04,1,205
0,71220,2021-01-05,1,206
0,71220,2021-01-06,1,207
0,71220,2021-01-08,1,208
0,71220,2021-01-09,1,209
0,71220,2021-01-18,1,210
0,71220,2021-01-21,1,211
0,71220,2021-01-24,2,212
0,71220,2021-01-27,1,213
0,71220,2021-01-29,1,214
0,71220,2021-01-31,1,215
0,71220,2021-02-02,1,216
0,71220,2021-02-03,1,217
0,71220,2021-02-09,1,218
0,71220,2021-02-10,1,219
0,71220,2021-02-13,1,220
0,71220,2021-02-14,1,221
0,71220,2021-02-15,2,222
0,71220,2021-02-19,1,223
0,71220,2021-02-20,2,224
0,71220,2021-02-23,2,225
0,71220,2021-02-24,2,226
0,71220,2021-02-26,2,227
0,71220,2021-02-27,1,228
0,71220,2021-02-28,1,229
0,71220,2021-03-02,1,230
0,71220,2021-03-03,1,231
0,71220,2021-03-04,1,232
0,71220,2021-03-05,2,233
0,71220,2021-03-06,2,234
0,71220,2021-03-07,2,235
0,71220,2021-03-08,1,236
0,71220,2021-03-10,1,237
0,71220,2021-03-11,1,238
0,71220,2021-03-12,1,239
0,71220,2021-03-13,1,240
0,71220,2021-03-14,2,241
0,71220,2021-03-15,1,242
0,71220,2021-03-17,1,243
0,71220,2021-03-19,2,244
0,71220,2021-03-22,1,245
0,71220,2021-03-23,1,246
0,71220,2021-03-24,1,247
0,71220,2021-03-27,1,248
0,71220,2021-03-29,1,249
0,71220,2021-04-02,1,250
0,71220,2021-04-04,1,251
0,71220,2021-04-05,1,252
0,71220,2021-04-08,1,253
0,71225,2021-01-10,3,259
0,71225,2021-01-11,2,260
0,71225,2021-01-12,1,261
0,71225,2021-01-13,1,262
0,71225,2021-01-15,1,263
0,71225,2021-01-17,1,264
0,71225,2021-01-20,1,265
0,71225,2021-01-21,2,266
0,71225,2021-01-23,3,267
0,71225,2021-01-27,1,268
0,71225,2021-01-28,1,269
0,71225,2021-01-30,1,270
0,71225,2021-01-31,2,271
0,71225,2021-02-02,1,272
0,71225,2021-02-04,1,273
0,71225,2021-02-05,1,274
0,71225,2021-02-07,2,275
0,71225,2021-02-09,1,276
0,71225,2021-02-10,1,277
0,71225,2021-02-12,1,278
0,71225,2021-02-14,3,279
0,71225,2021-02-16,2,280
0,71225,2021-02-17,1,281
0,71225,2021-02-18,2,282
0,71225,2021-02-19,1,283
0,71225,2021-02-20,2,284
0,71225,2021-02-21,2,285
0,71225,2021-02-24,3,286
0,71225,2021-02-27,3,287
0,71225,2021-02-28,1,288
0,71225,2021-03-03,1,289
0,71225,2021-03-05,1,290
0,71225,2021-03-06,3,291
0,71225,2021-03-07,1,292
0,71225,2021-03-08,1,293
0,71225,2021-03-09,1,294
0,71225,2021-03-10,1,295
0,71225,2021-03-12,1,296
0,71225,2021-03-13,2,297
0,71225,2021-03-15,1,298
0,71225,2021-03-16,1,299
0,71225,2021-03-17,1,300
0,71225,2021-03-18,2,301
0,71225,2021-03-20,1,302
0,71225,2021-03-21,1,303
0,71225,2021-03-22,1,304
0,71225,2021-03-23,2,305
0,71225,2021-03-25,2,306
0,71225,2021-03-26,1,307
0,71225,2021-03-27,2,308
0,71225,2021-03-28,1,309
0,71225,2021-03-31,1,310
0,71225,2021-04-01,3,311
0,71225,2021-04-02,2,312
0,71225,2021-04-08,1,313
0,71230,2020-12-19,1,317
0,71230,2020-12-20,1,318
0,71230,2020-12-30,2,319
0,71230,2021-01-01,1,320
0,71230,2021-01-05,2,321
0,71230,2021-01-07,2,322
0,71230,2021-01-10,1,323
0,71230,2021-01-13,1,324
0,71230,2021-01-14,1,325
0,71230,2021-01-18,1,326
0,71230,2021-01-19,1,327
0,71230,2021-01-25,1,328
0,71230,2021-01-27,1,329
0,71230,2021-01-29,2,330
0,71230,2021-01-30,2,331
0,71230,2021-01-31,1,332
0,71230,2021-02-01,3,333
0,71230,2021-02-02,1,334
0,71230,2021-02-03,3,335
0,71230,2021-02-04,1,336
0,71230,2021-02-05,1,337
0,71230,2021-02-06,2,338
0,71230,2021-02-07,4,339
0,71230,2021-02-14,2,340
0,71230,2021-02-15,6,341
0,71230,2021-02-16,1,342
0,71230,2021-02-17,1,343
0,71230,2021-02-18,2,344
0,71230,2021-02-19,1,345
0,71230,2021-02-20,2,346
0,71230,2021-02-21,4,347
0,71230,2021-02-23,1,348
0,71230,2021-02-24,1,349
0,71230,2021-02-28,4,350
0,71230,2021-03-02,2,351
0,71230,2021-03-03,4,352
0,71230,2021-03-05,1,353
0,71230,2021-03-07,1,354
0,71230,2021-03-08,3,355
0,71230,2021-03-09,1,356
0,71230,2021-03-10,3,357
0,71230,2021-03-11,1,358
0,71230,2021-03-12,2,359
0,71230,2021-03-13,2,360
0,71230,2021-03-14,2,361
0,71230,2021-03-20,1,362
0,71230,2021-03-21,1,363
0,71230,2021-03-22,2,364
0,71230,2021-03-23,5,365
0,71230,2021-03-24,3,366
0,71230,2021-03-27,10,367
0,71230,2021-03-28,2,368
0,71230,2021-03-30,1,369
0,71230,2021-04-01,1,370
0,71230,2021-04-02,6,371
0,71230,2021-04-03,1,372
0,71230,2021-04-05,2,373
0,71235,2020-12-04,1,379
0,71235,2020-12-06,1,380
0,71235,2020-12-07,2,381
0,71235,2020-12-09,1,382
0,71235,2020-12-14,6,383
0,71235,2020-12-17,1,384
0,71235,2020-12-19,2,385
0,71235,2020-12-23,1,386
0,71235,2020-12-25,1,387
0,71235,2020-12-29,1,388
0,71235,2020-12-30,2,389
0,71235,2020-12-31,3,390
0,71235,2021-01-01,3,391
0,71235,2021-01-02,3,392
0,71235,2021-01-03,1,393
0,71235,2021-01-04,1,394
0,71235,2021-01-06,3,395
0,71235,2021-01-07,3,396
0,71235,2021-01-08,1,397
0,71235,2021-01-09,2,398
0,71235,2021-01-12,5,399
0,71235,2021-01-14,2,400
0,71235,2021-01-15,2,401
0,71235,2021-01-16,1,402
0,71235,2021-01-19,3,403
0,71235,2021-01-23,2,404
0,71235,2021-01-24,1,405
0,71235,2021-01-25,1,406
0,71235,2021-01-28,2,407
0,71235,2021-01-30,5,408
0,71235,2021-01-31,3,409
0,71235,2021-02-01,1,410
0,71235,2021-02-02,3,411
0,71235,2021-02-03,1,412
0,71235,2021-02-04,1,413
0,71235,2021-02-06,2,414
0,71235,2021-02-07,1,415
0,71235,2021-02-08,6,416
0,71235,2021-02-09,3,417
0,71235,2021-02-10,3,418
0,71235,2021-02-11,1,419
0,71235,2021-02-12,1,420
0,71235,2021-02-13,7,421
0,71235,2021-02-19,4,422
0,71235,2021-02-20,4,423
0,71235,2021-02-21,1,424
0,71235,2021-02-23,5,425
0,71235,2021-02-24,3,426
0,71235,2021-02-25,2,427
0,71235,2021-02-26,4,428
0,71235,2021-02-27,1,429
0,71235,2021-02-28,3,430
0,71235,2021-03-01,3,431
0,71235,2021-03-02,6,432
0,71235,2021-03-05,4,433
0,71235,2021-03-06,1,434
0,71235,2021-03-07,5,435
0,71235,2021-03-08,3,436
0,71235,2021-03-12,2,437
0,71235,2021-03-13,2,438
0,71235,2021-03-14,8,439
0,71235,2021-03-20,3,440
0,71235,2021-03-21,6,441
0,71235,2021-03-22,3,442
0,71235,2021-03-30,1,443
0,71235,2021-03-31,3,444
0,71235,2021-04-01,7,445
0,71235,2021-04-02,1,446
0,71235,2021-04-03,1,447
0,71235,2021-04-04,5,448
0,71235,2021-04-05,3,449
0,71235,2021-04-06,5,450
0,71285,2021-02-14,1,456
0,71285,2021-02-16,4,457
0,71285,2021-02-17,1,458
0,71285,2021-02-19,4,459
0,71285,2021-02-20,6,460
0,71285,2021-02-21,2,461
0,71285,2021-03-06,1,462
0,71285,2021-03-10,5,463
0,71285,2021-04-02,1,464
0,71285,2021-04-03,4,465
0,71285,2021-04-04,5,466
0,71285,2021-04-05,2,467
0,71285,2021-04-06,3,468
0,71285,2021-04-07,2,469
0,71350,2021-01-05,1,473
0,71350,2021-01-10,1,474
0,71350,2021-01-21,1,475
0,71350,2021-02-02,3,476
0,71355,2021-03-29,1,477
0,71355,2021-04-01,1,478
0,71355,2021-04-05,1,479
0,71360,2020-12-05,1,481
0,71360,2020-12-14,1,482
0,71360,2020-12-19,1,483
0,71360,2020-12-20,1,484
0,71360,2021-01-16,1,485
0,71360,2021-01-25,1,486
0,71360,2021-01-26,1,487
0,71360,2021-01-31,2,488
0,71360,2021-02-04,1,489
0,71360,2021-02-07,1,490
0,71370,2020-12-20,1,491
0,71385,2020-12-02,1,492
0,71385,2020-12-05,1,493
0,71385,2020-12-06,1,494
0,71385,2020-12-09,1,495
0,71385,2020-12-12,1,496
0,71385,2020-12-16,1,497
0,71385,2021-01-03,1,498
0,71385,2021-01-16,1,499
0,71385,2021-01-25,1,500
0,71385,2021-01-27,1,501
0,71385,2021-02-01,1,502
0,71385,2021-02-02,1,503
0,71385,2021-02-06,1,504
0,71385,2021-02-07,1,505
0,71385,2021-02-10,1,506
0,71385,2021-02-11,2,507
0,71385,2021-02-13,2,508
0,71385,2021-02-15,2,509
0,71385,2021-02-17,8,510
0,71385,2021-02-19,1,511
0,71385,2021-02-20,1,512
0,71385,2021-02-21,3,513
0,71385,2021-02-22,3,514
0,71385,2021-02-23,3,515
0,71385,2021-02-24,5,516
0,71385,2021-02-25,3,517
0,71385,2021-02-26,2,518
0,71385,2021-02-27,1,519
0,71385,2021-02-28,2,520
0,71385,2021-03-01,2,521
0,71385,2021-03-04,4,522
0,71385,2021-03-05,2,523
0,71385,2021-03-06,7,524
0,71385,2021-03-07,3,525
0,71385,2021-03-08,3,526
0,71385,2021-03-09,3,527
0,71385,2021-03-11,1,528
0,71385,2021-03-12,1,529
0,71385,2021-03-13,1,530
0,71385,2021-03-14,2,531
0,71385,2021-03-15,3,532
0,71385,2021-03-17,3,533
0,71385,2021-03-18,3,534
0,71385,2021-03-19,3,535
0,71385,2021-03-22,4,536
0,71385,2021-03-23,1,537
0,71385,2021-03-24,1,538
0,71385,2021-03-25,3,539
0,71385,2021-03-26,5,540
0,71385,2021-04-05,1,541
0,71390,2020-11-28,1,546
0,71390,2020-12-02,1,547
0,71390,2020-12-05,2,548
0,71390,2020-12-06,1,549
0,71390,2020-12-07,1,550
0,71390,2020-12-08,3,551
0,71390,2020-12-10,2,552
0,71390,2020-12-11,1,553
0,71390,2020-12-13,1,554
0,71390,2020-12-14,1,555
0,71390,2020-12-15,2,556
0,71390,2020-12-16,2,557
0,71390,2020-12-17,3,558
0,71390,2020-12-18,2,559
0,71390,2020-12-19,1,560
0,71390,2020-12-20,1,561
0,71390,2020-12-25,1,562
0,71390,2020-12-27,2,563
0,71390,2020-12-29,1,564
0,71390,2021-01-02,1,565
0,71390,2021-01-03,1,566
0,71390,2021-01-05,1,567
0,71390,2021-01-06,2,568
0,71390,2021-01-10,2,569
0,71415,2021-02-24,1,570
0,71415,2021-02-27,1,571
0,71415,2021-03-05,1,572
0,71415,2021-03-08,1,573
0,71415,2021-03-13,1,574
0,71415,2021-04-01,1,575
0,71415,2021-04-05,1,576
0,71450,2020-12-13,1,578
0,71450,2020-12-16,1,579
0,71450,2020-12-17,1,580
0,71450,2020-12-20,1,581
0,71450,2020-12-23,2,582
0,71450,2021-01-04,1,583
0,71450,2021-01-05,2,584
0,71450,2021-01-07,1,585
0,71450,2021-01-17,1,586
0,71450,2021-01-26,1,587
0,71450,2021-01-27,1,588
0,71450,2021-01-28,1,589
0,71450,2021-02-02,1,590
0,71450,2021-02-08,2,591
0,71450,2021-02-09,1,592
0,71450,2021-02-24,1,593
0,71450,2021-02-27,2,594
0,71450,2021-03-03,1,595
0,71450,2021-03-05,1,596
0,71450,2021-03-06,1,597
0,71450,2021-03-09,2,598
0,71450,2021-03-11,1,599
0,71450,2021-03-18,1,600
0,71450,2021-03-21,1,601
0,71450,2021-03-26,1,602
0,71450,2021-03-27,1,603
0,71450,2021-04-02,1,604
0,71450,2021-04-03,1,605
0,71450,2021-04-05,1,606
0,71455,2020-12-01,1,608
0,71455,2020-12-08,1,609
0,71455,2020-12-15,1,610
0,71455,2020-12-16,1,611
0,71455,2020-12-18,2,612
0,71455,2021-01-04,3,613
0,71455,2021-01-05,1,614
0,71455,2021-01-09,1,615
0,71455,2021-01-12,1,616
0,71455,2021-01-16,2,617
0,71455,2021-02-09,2,618
0,71455,2021-02-10,2,619
0,71455,2021-02-16,2,620
0,71455,2021-02-21,1,621
0,71455,2021-02-28,1,622
0,71455,2021-03-07,2,623
0,71455,2021-03-08,1,624
0,71455,2021-03-13,2,625
0,71455,2021-03-18,1,626
0,71455,2021-03-19,1,627
0,71455,2021-03-24,1,628
0,71455,2021-03-25,1,629
0,71455,2021-04-05,1,630
0,71455,2021-04-08,1,631
0,71500,2020-12-06,1,634
0,71500,2020-12-23,3,635
0,71500,2021-01-28,1,636
0,71500,2021-02-01,1,637
0,71545,2020-12-14,2,638
0,71545,2020-12-17,1,639
0,71545,2020-12-20,1,640
0,71545,2020-12-22,1,641
0,71545,2020-12-24,4,642
0,71545,2020-12-27,1,643
0,71545,2020-12-28,1,644
0,71545,2020-12-30,3,645
0,71545,2021-01-13,1,646
0,71545,2021-01-17,1,647
0,71545,2021-01-18,2,648
0,71545,2021-01-19,1,649
0,71545,2021-01-29,1,650
0,71545,2021-01-30,1,651
0,71545,2021-01-31,2,652
0,71545,2021-02-03,1,653
0,71545,2021-02-04,1,654
0,71545,2021-02-06,1,655
0,71545,2021-02-13,1,656
0,71545,2021-02-15,1,657
0,71545,2021-02-17,1,658
0,71545,2021-02-26,1,659
0,71545,2021-02-28,1,660
0,71545,2021-03-02,1,661
0,71545,2021-03-03,2,662
0,71545,2021-03-10,1,663
0,71545,2021-03-12,1,664
0,71545,2021-03-15,1,665
0,71545,2021-03-17,1,666
0,71545,2021-03-20,1,667
0,71545,2021-03-25,1,668
0,71545,2021-03-28,2,669
0,71545,2021-03-29,1,670
0,71545,2021-03-30,2,671
0,71545,2021-04-01,1,672
0,71545,2021-04-02,2,673
0,71545,2021-04-05,1,674
0,71545,2021-04-06,1,675
0,71545,2021-04-08,1,676
0,71550,2020-12-02,1,679
0,71550,2020-12-05,1,680
0,71550,2020-12-06,1,681
0,71550,2020-12-14,1,682
0,71550,2020-12-15,1,683
0,71550,2020-12-19,3,684
0,71550,2020-12-20,1,685
0,71550,2020-12-21,3,686
0,71550,2020-12-23,1,687
0,71550,2020-12-24,2,688
0,71550,2021-01-01,4,689
0,71550,2021-01-03,1,690
0,71550,2021-01-06,1,691
0,71550,2021-01-13,2,692
0,71550,2021-01-22,1,693
0,71550,2021-01-23,2,694
0,71550,2021-01-25,1,695
0,71550,2021-01-27,1,696
0,71550,2021-01-30,1,697
0,71550,2021-01-31,2,698
0,71550,2021-02-06,2,699
0,71550,2021-02-07,4,700
0,71550,2021-02-19,1,701
0,71550,2021-02-20,1,702
0,71550,2021-02-24,1,703
0,71550,2021-02-25,1,704
0,71550,2021-02-28,1,705
0,71550,2021-03-02,1,706
0,71550,2021-03-04,1,707
0,71550,2021-03-07,2,708
0,71550,2021-03-08,1,709
0,71550,2021-03-09,3,710
0,71550,2021-03-10,1,711
0,71550,2021-03-11,1,712
0,71550,2021-03-13,1,713
0,71550,2021-03-16,1,714
0,71550,2021-03-22,2,715
0,71550,2021-03-27,1,716
0,71550,2021-03-28,3,717
0,71550,2021-03-31,2,718
0,71550,2021-04-02,3,719
0,71550,2021-04-03,1,720
0,71550,2021-04-05,1,721
0,71575,2021-01-08,1,723
0,71575,2021-03-14,1,724
0,71575,2021-03-27,1,725
0,71575,2021-04-06,1,726
0,71580,2020-11-29,1,728
0,71580,2020-12-02,1,729
0,71580,2020-12-09,1,730
0,71580,2020-12-11,1,731
0,71580,2020-12-22,1,732
0,71580,2020-12-23,2,733
0,71580,2020-12-24,5,734
0,71580,2020-12-25,2,735
0,71580,2020-12-26,1,736
0,71580,2021-01-15,3,737
0,71580,2021-01-20,1,738
0,71580,2021-01-21,1,739
0,71580,2021-01-23,1,740
0,71580,2021-01-27,1,741
0,71580,2021-02-06,2,742
0,71580,2021-02-10,1,743
0,71580,2021-02-14,1,744
0,71580,2021-02-15,1,745
0,71580,2021-02-16,1,746
0,71580,2021-02-18,1,747
0,71580,2021-02-23,1,748
0,71580,2021-02-27,1,749
0,71580,2021-02-28,1,750
0,71580,2021-03-04,1,751
0,71580,2021-03-05,1,752
0,71580,2021-03-09,2,753
0,71580,2021-03-13,2,754
0,71580,2021-03-14,1,755
0,71580,2021-03-16,1,756
0,71580,2021-03-19,1,757
0,71580,2021-03-20,1,758
0,71580,2021-03-26,4,759
0,71580,2021-03-28,2,760
0,71580,2021-03-30,1,761
0,71580,2021-04-01,3,762
0,71580,2021-04-03,1,763
0,71580,2021-04-04,1,764
0,71580,2021-04-06,1,765
0,71585,2020-11-30,1,768
0,71585,2020-12-06,2,769
0,71585,2020-12-11,1,770
0,71585,2020-12-13,2,771
0,71585,2020-12-19,1,772
0,71585,2020-12-24,1,773
0,71585,2020-12-26,1,774
0,71585,2020-12-31,3,775
0,71585,2021-01-01,1,776
0,71585,2021-01-03,2,777
0,71585,2021-01-06,1,778
0,71585,2021-01-09,2,779
0,71585,2021-01-13,2,780
0,71585,2021-01-15,1,781
0,71585,2021-01-21,2,782
0,71585,2021-01-22,1,783
0,71585,2021-01-31,2,784
0,71585,2021-02-05,1,785
0,71585,2021-02-06,3,786
0,71585,2021-02-07,2,787
0,71585,2021-02-11,2,788
0,71585,2021-02-12,1,789
0,71585,2021-02-13,3,790
0,71585,2021-02-14,1,791
0,71585,2021-02-15,1,792
0,71585,2021-02-16,1,793
0,71585,2021-02-18,2,794
0,71585,2021-02-19,1,795
0,71585,2021-02-20,2,796
0,71585,2021-02-21,1,797
0,71585,2021-02-22,3,798
0,71585,2021-02-24,1,799
0,71585,2021-02-27,4,800
0,71585,2021-02-28,2,801
0,71585,2021-03-03,1,802
0,71585,2021-03-04,1,803
0,71585,2021-03-05,2,804
0,71585,2021-03-06,1,805
0,71585,2021-03-08,3,806
0,71585,2021-03-11,2,807
0,71585,2021-03-13,3,808
0,71585,2021-03-15,1,809
0,71585,2021-03-17,1,810
0,71585,2021-03-18,1,811
0,71585,2021-03-19,2,812
0,71585,2021-03-24,4,813
0,71585,2021-03-26,1,814
0,71585,2021-04-03,1,815
0,71585,2021-04-08,1,816
0,71600,2020-12-15,1,820
0,71600,2020-12-19,1,821
0,71600,2020-12-29,1,822
0,71600,2020-12-30,1,823
0,71600,2021-01-04,1,824
0,71600,2021-01-06,1,825
0,71600,2021-01-13,1,826
0,71600,2021-01-14,1,827
0,71600,2021-01-15,1,828
0,71600,2021-01-22,1,829
0,71600,2021-01-30,1,830
0,71600,2021-02-03,1,831
0,71630,2020-12-11,1,832
0,71630,2020-12-18,2,833
0,71630,2020-12-19,3,834
0,71630,2020-12-20,1,835
0,71630,2020-12-22,1,836
0,71630,2020-12-23,1,837
0,71630,2020-12-24,2,838
0,71630,2020-12-28,1,839
0,71630,2020-12-30,2,840
0,71630,2021-01-03,1,841
0,71630,2021-01-04,1,842
0,71630,2021-01-05,1,843
0,71630,2021-01-06,2,844
0,71630,2021-01-08,3,845
0,71630,2021-01-10,1,846
0,71630,2021-01-11,1,847
0,71630,2021-01-18,4,848
0,71630,2021-01-19,2,849
0,71630,2021-01-23,1,850
0,71630,2021-01-24,2,851
0,71630,2021-01-25,2,852
0,71630,2021-01-27,1,853
0,71630,2021-01-29,2,854
0,71630,2021-01-31,4,855
0,71630,2021-02-05,1,856
0,71630,2021-02-06,4,857
0,71630,2021-02-07,1,858
0,71630,2021-02-12,1,859
0,71630,2021-02-13,2,860
0,71630,2021-02-14,1,861
0,71630,2021-02-15,1,862
0,71630,2021-02-16,1,863
0,71630,2021-02-17,1,864
0,71630,2021-02-18,3,865
0,71630,2021-02-19,1,866
0,71630,2021-02-21,1,867
0,71630,2021-02-22,1,868
0,71630,2021-02-24,2,869
0,71630,2021-03-02,2,870
0,71630,2021-03-03,2,871
0,71630,2021-03-06,1,872
0,71630,2021-03-08,1,873
0,71630,2021-03-09,1,874
0,71630,2021-03-12,2,875
0,71630,2021-03-14,1,876
0,71630,2021-03-16,1,877
0,71630,2021-03-19,1,878
0,71630,2021-03-22,2,879
0,71630,2021-03-23,1,880
0,71630,2021-03-27,1,881
0,71630,2021-03-28,2,882
0,71630,2021-03-31,2,883
0,71630,2021-04-03,1,884
0,71630,2021-04-04,1,885
0,71630,2021-04-05,1,886
0,71670,2020-12-15,2,893
0,71670,2020-12-16,4,894
0,71670,2020-12-17,2,895
0,71670,2020-12-26,1,896
0,71670,2020-12-28,2,897
0,71670,2021-01-04,2,898
0,71670,2021-01-05,1,899
0,71670,2021-01-08,5,900
0,71670,2021-01-11,1,901
0,71670,2021-01-19,3,902
0,71670,2021-01-23,5,903
0,71670,2021-01-25,2,904
0,71670,2021-02-01,2,905
0,71670,2021-02-07,6,906
0,71670,2021-02-09,1,907
0,71670,2021-02-10,2,908
0,71670,2021-02-11,3,909
0,71670,2021-02-12,1,910
0,71670,2021-02-22,1,911
0,71670,2021-02-23,2,912
0,71670,2021-02-28,5,913
0,71670,2021-03-04,3,914
0,71670,2021-03-06,1,915
0,71670,2021-03-17,1,916
0,71670,2021-03-20,4,917
0,71670,2021-03-29,2,918
0,71670,2021-04-03,2,919
0,71695,2020-12-20,2,922
0,71695,2020-12-26,2,923
0,71695,2020-12-27,3,924
0,71695,2021-01-04,2,925
0,71695,2021-01-05,1,926
0,71695,2021-01-08,1,927
0,71695,2021-01-11,1,928
